"","X.1","X","Data.As.Of","Start.Date","End.Date","Group","State","Sex","Age.Group","COVID.19.Deaths","COVID.19.Deaths_factor","Total.Deaths","Pneumonia.Deaths","Pneumonia.and.COVID.19.Deaths","Influenza.Deaths"
"426",426,791,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Male","30-39 years",106,2,2639,111,64,NA
"428",428,793,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Male","40-49 years",299,2,3630,311,187,NA
"430",430,795,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Male","50-64 years",1540,4,14842,1586,917,18
"432",432,797,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Male","65-74 years",2177,4,17289,2283,1320,18
"433",433,798,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Male","75-84 years",2670,4,18192,2605,1515,25
"434",434,799,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Male","85 years and over",2161,4,15233,1889,1003,14
"436",436,802,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Female","0-17 years",10,1,666,13,NA,NA
"438",438,806,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Female","18-29 years",22,1,822,34,10,0
"440",440,808,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Female","30-39 years",70,1,1283,70,36,NA
"442",442,810,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Female","40-49 years",174,2,2153,204,116,NA
"444",444,812,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Female","50-64 years",1035,4,9601,1201,642,20
"446",446,814,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Female","65-74 years",1538,4,12989,1585,862,17
"447",447,815,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Female","75-84 years",2167,4,17322,1970,1077,23
"448",448,816,"11/24/2021","1/1/2020","11/20/2021","By Total","Indiana","Female","85 years and over",3169,4,24787,2182,1091,32
"453",453,842,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Male","30-39 years",40,1,755,22,10,0
"455",455,844,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Male","40-49 years",88,1,1215,71,43,0
"457",457,846,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Male","50-64 years",562,3,5634,454,241,NA
"459",459,848,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Male","65-74 years",802,3,7169,712,358,15
"460",460,849,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Male","75-84 years",1143,4,8231,899,448,12
"461",461,850,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Male","85 years and over",1253,4,8690,944,443,10
"464",464,857,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Female","18-29 years",16,1,226,12,NA,NA
"466",466,859,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Female","30-39 years",30,1,382,19,11,NA
"468",468,861,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Female","40-49 years",64,1,676,46,27,0
"470",470,863,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Female","50-64 years",338,2,3449,304,147,NA
"472",472,865,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Female","65-74 years",533,3,5034,481,241,13
"473",473,866,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Female","75-84 years",875,3,7486,670,301,12
"474",474,867,"11/24/2021","1/1/2020","11/20/2021","By Total","Iowa","Female","85 years and over",1623,4,13667,1071,450,26
"479",479,891,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Male","18-29 years",22,1,804,18,10,NA
"481",481,893,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Male","30-39 years",55,1,918,52,28,NA
"483",483,895,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Male","40-49 years",155,2,1366,101,69,NA
"485",485,897,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Male","50-64 years",613,3,5395,506,320,12
"487",487,899,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Male","65-74 years",771,3,6683,728,396,13
"488",488,900,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Male","75-84 years",1014,4,7224,850,501,20
"489",489,901,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Male","85 years and over",928,3,7222,760,367,12
"492",492,904,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Female","0-17 years",0,1,233,NA,0,NA
"495",495,908,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Female","18-29 years",12,1,271,NA,NA,0
"497",497,910,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Female","30-39 years",30,1,449,21,12,NA
"499",499,912,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Female","40-49 years",80,1,817,55,32,NA
"501",501,914,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Female","50-64 years",386,2,3552,364,212,12
"503",503,916,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Female","65-74 years",547,3,4705,502,268,14
"504",504,917,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Female","75-84 years",712,3,6486,639,327,19
"505",505,918,"11/24/2021","1/1/2020","11/20/2021","By Total","Kansas","Female","85 years and over",1178,4,10898,844,393,17
"509",509,942,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Male","18-29 years",25,1,1424,26,11,0
"511",511,944,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Male","30-39 years",89,1,2234,100,49,NA
"513",513,946,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Male","40-49 years",259,2,3270,265,144,NA
"515",515,948,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Male","50-64 years",1259,4,12347,1422,729,24
"517",517,950,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Male","65-74 years",1641,4,13189,1919,1009,21
"518",518,951,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Male","75-84 years",1690,4,12949,1982,989,16
"519",519,952,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Male","85 years and over",1126,4,9091,1226,552,12
"522",522,959,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Female","18-29 years",18,1,600,23,NA,NA
"524",524,961,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Female","30-39 years",64,1,1066,72,36,NA
"526",526,963,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Female","40-49 years",185,2,1994,221,119,NA
"528",528,965,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Female","50-64 years",924,3,8212,1086,554,19
"530",530,967,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Female","65-74 years",1198,4,10185,1416,707,21
"531",531,968,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Female","75-84 years",1495,4,12652,1649,794,16
"532",532,969,"11/24/2021","1/1/2020","11/20/2021","By Total","Kentucky","Female","85 years and over",1763,4,15011,1509,651,16
"534",534,989,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Male","0-17 years",10,1,757,15,NA,0
"536",536,993,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Male","18-29 years",56,1,1759,47,29,0
"538",538,995,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Male","30-39 years",160,2,2411,107,72,NA
"540",540,997,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Male","40-49 years",386,2,3313,248,193,NA
"542",542,999,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Male","50-64 years",1690,4,12382,1291,907,16
"544",544,1001,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Male","65-74 years",2007,4,13302,1658,1118,12
"545",545,1002,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Male","75-84 years",1887,4,12561,1535,1006,10
"546",546,1003,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Male","85 years and over",1136,4,9105,979,577,NA
"550",550,1010,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Female","18-29 years",43,1,672,43,24,NA
"552",552,1012,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Female","30-39 years",132,2,1234,105,81,NA
"554",554,1014,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Female","40-49 years",275,2,1908,190,141,NA
"556",556,1016,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Female","50-64 years",1184,4,7910,953,660,15
"558",558,1018,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Female","65-74 years",1420,4,9761,1170,784,NA
"559",559,1019,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Female","75-84 years",1569,4,11919,1249,805,13
"560",560,1020,"11/24/2021","1/1/2020","11/20/2021","By Total","Louisiana","Female","85 years and over",1500,4,14762,1193,673,11
"563",563,1040,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Male","0-17 years",0,1,120,0,0,NA
"567",567,1048,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Male","40-49 years",19,1,674,22,NA,NA
"569",569,1050,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Male","50-64 years",122,2,3005,161,38,NA
"571",571,1052,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Male","65-74 years",175,2,3507,265,66,NA
"572",572,1053,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Male","75-84 years",237,2,4040,368,80,NA
"573",573,1054,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Male","85 years and over",174,2,3747,338,40,NA
"577",577,1065,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Female","40-49 years",14,1,345,24,NA,0
"579",579,1067,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Female","50-64 years",66,1,1619,111,26,NA
"581",581,1069,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Female","65-74 years",97,1,2464,164,32,NA
"582",582,1070,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Female","75-84 years",202,2,3645,252,46,NA
"583",583,1071,"11/24/2021","1/1/2020","11/20/2021","By Total","Maine","Female","85 years and over",323,2,5869,325,60,12
"587",587,1095,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Male","18-29 years",41,1,1691,48,18,NA
"589",589,1097,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Male","30-39 years",107,2,2322,93,46,NA
"591",591,1099,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Male","40-49 years",255,2,2905,179,96,NA
"593",593,1101,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Male","50-64 years",1280,4,11339,1030,554,17
"595",595,1103,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Male","65-74 years",1392,4,12008,1331,633,10
"596",596,1104,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Male","75-84 years",1686,4,12884,1643,756,19
"597",597,1105,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Male","85 years and over",1431,4,12278,1419,566,19
"601",601,1112,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Female","18-29 years",23,1,571,24,NA,0
"603",603,1114,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Female","30-39 years",60,1,1106,69,23,NA
"605",605,1116,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Female","40-49 years",155,2,1627,124,63,NA
"607",607,1118,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Female","50-64 years",780,3,7311,693,331,15
"609",609,1120,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Female","65-74 years",1122,4,9393,1018,490,17
"610",610,1121,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Female","75-84 years",1451,4,12720,1296,626,22
"611",611,1122,"11/24/2021","1/1/2020","11/20/2021","By Total","Maryland","Female","85 years and over",2091,4,19850,1707,693,19
"614",614,1146,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Male","18-29 years",25,1,1162,20,NA,0
"616",616,1148,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Male","30-39 years",66,1,2037,63,30,NA
"618",618,1150,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Male","40-49 years",153,2,2607,116,60,NA
"620",620,1152,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Male","50-64 years",992,3,10912,942,484,31
"622",622,1154,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Male","65-74 years",1556,4,12989,1500,744,25
"623",623,1155,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Male","75-84 years",2137,4,15151,1914,984,31
"624",624,1156,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Male","85 years and over",2513,4,17000,2121,1037,23
"628",628,1163,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Female","18-29 years",10,1,419,10,NA,NA
"630",630,1165,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Female","30-39 years",24,1,951,28,11,NA
"632",632,1167,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Female","40-49 years",64,1,1333,65,26,NA
"634",634,1169,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Female","50-64 years",555,3,6568,537,270,16
"636",636,1171,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Female","65-74 years",970,3,9327,912,444,14
"637",637,1172,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Female","75-84 years",1813,4,14562,1559,771,26
"638",638,1173,"11/24/2021","1/1/2020","11/20/2021","By Total","Massachusetts","Female","85 years and over",3804,4,27592,2530,1183,41
"641",641,1197,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Male","18-29 years",65,1,2487,80,33,NA
"643",643,1199,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Male","30-39 years",165,2,3455,162,85,NA
"645",645,1201,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Male","40-49 years",466,2,5042,406,248,NA
"647",647,1203,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Male","50-64 years",2266,4,21453,2151,1290,36
"649",649,1205,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Male","65-74 years",3102,4,25304,3031,1783,41
"650",650,1206,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Male","75-84 years",3405,4,26614,3313,1896,28
"651",651,1207,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Male","85 years and over",2604,4,24304,2534,1292,23
"655",655,1214,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Female","18-29 years",46,1,979,54,28,NA
"657",657,1216,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Female","30-39 years",98,1,1724,113,56,NA
"659",659,1218,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Female","40-49 years",282,2,2852,262,150,NA
"661",661,1220,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Female","50-64 years",1406,4,13283,1425,809,39
"663",663,1222,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Female","65-74 years",2129,4,18614,2176,1251,36
"664",664,1223,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Female","75-84 years",2596,4,24608,2399,1298,35
"665",665,1224,"11/24/2021","1/1/2020","11/20/2021","By Total","Michigan","Female","85 years and over",3465,4,38176,2835,1342,31
"669",669,1248,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Male","18-29 years",19,1,1102,21,NA,NA
"671",671,1250,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Male","30-39 years",50,1,1411,53,22,NA
"673",673,1252,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Male","40-49 years",127,2,1898,117,55,NA
"675",675,1254,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Male","50-64 years",684,3,8208,586,295,19
"677",677,1256,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Male","65-74 years",1002,4,10060,969,495,20
"678",678,1257,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Male","75-84 years",1463,4,12141,1253,578,19
"679",679,1258,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Male","85 years and over",1608,4,13321,1334,568,17
"682",682,1265,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Female","18-29 years",10,1,406,15,NA,0
"684",684,1267,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Female","30-39 years",31,1,719,20,NA,NA
"686",686,1269,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Female","40-49 years",62,1,1092,70,20,NA
"688",688,1271,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Female","50-64 years",379,2,4979,414,174,18
"690",690,1273,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Female","65-74 years",629,3,7177,610,262,16
"691",691,1274,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Female","75-84 years",1100,4,11124,931,395,13
"692",692,1275,"11/24/2021","1/1/2020","11/20/2021","By Total","Minnesota","Female","85 years and over",2119,4,19862,1441,555,20
"696",696,1299,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Male","18-29 years",37,1,984,29,15,NA
"698",698,1301,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Male","30-39 years",140,2,1316,111,70,NA
"700",700,1303,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Male","40-49 years",304,2,2193,246,168,NA
"702",702,1305,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Male","50-64 years",1265,4,8750,1205,725,13
"704",704,1307,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Male","65-74 years",1507,4,9590,1460,859,14
"705",705,1308,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Male","75-84 years",1441,4,8954,1426,807,12
"706",706,1309,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Male","85 years and over",828,3,5886,859,424,NA
"711",711,1316,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Female","18-29 years",42,1,401,36,25,0
"713",713,1318,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Female","30-39 years",132,2,779,98,76,NA
"715",715,1320,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Female","40-49 years",270,2,1522,207,136,NA
"717",717,1322,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Female","50-64 years",1027,4,5875,930,597,18
"719",719,1324,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Female","65-74 years",1144,4,7198,1117,655,NA
"720",720,1325,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Female","75-84 years",1234,4,8716,1157,653,NA
"721",721,1326,"11/24/2021","1/1/2020","11/20/2021","By Total","Mississippi","Female","85 years and over",1233,4,10205,1072,526,NA
"723",723,1346,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Male","0-17 years",10,1,974,18,NA,NA
"725",725,1350,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Male","18-29 years",44,1,2089,40,19,NA
"727",727,1352,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Male","30-39 years",111,2,2614,111,63,NA
"729",729,1354,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Male","40-49 years",307,2,3558,240,149,NA
"731",731,1356,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Male","50-64 years",1586,4,14805,1389,841,30
"733",733,1358,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Male","65-74 years",1937,4,16777,1763,1005,23
"734",734,1359,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Male","75-84 years",2337,4,17799,2090,1203,24
"735",735,1360,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Male","85 years and over",1873,4,15019,1617,831,19
"739",739,1367,"11/24/2021","1/1/2020","11/20/2021","By Total","Missouri","Female","18-29 years",31,1,772,20,12,NA
